icd10_3,Deaths,Percentage,cause_description
J35,2,0.0010231382720217723,Doenças crônicas das amígdalas e das adenóides
J36,2,0.0010231382720217723,Abscesso periamigdaliano
J61,2,0.0010231382720217723,Pneumoconiose devida a amianto [asbesto] e outras fibras minerais
J63,2,0.0010231382720217723,Pneumoconiose devida a outras poeiras inorgânicas
K11,2,0.0010231382720217723,Doenças das glândulas salivares
K28,2,0.0010231382720217723,Úlcera gastrojejunal
K38,2,0.0010231382720217723,Outras doenças do apêndice
L13,2,0.0010231382720217723,Outras afecções bolhosas
L26,2,0.0010231382720217723,Dermatite esfoliativa
L88,2,0.0010231382720217723,Piodermite gangrenosa
M12,2,0.0010231382720217723,Outras artropatias especificadas
M15,2,0.0010231382720217723,Poliartrose
M41,2,0.0010231382720217723,Escoliose
M43,2,0.0010231382720217723,Outras dorsopatias deformantes
N14,2,0.0010231382720217723,Afecções tubulares e túbulo-intersticiais induzidas por drogas ou metais pesados
N36,2,0.0010231382720217723,Outros transtornos da uretra
N45,2,0.0010231382720217723,Orquite e epididimite
N62,2,0.0010231382720217723,Hipertrofia da mama
N63,2,0.0010231382720217723,Nódulo mamário não especificado
N92,2,0.0010231382720217723,"Menstruação excessiva, freqüente e irregular"
O23,2,0.0010231382720217723,Infecções do trato geniturinário na gravidez
O63,2,0.0010231382720217723,Trabalho de parto prolongado
P10,2,0.0010231382720217723,Laceração intracraniana e hemorragia devidas a traumatismo de parto
Q04,2,0.0010231382720217723,Outras malformações congênitas do cérebro
Q05,2,0.0010231382720217723,Espinha bífida
Q31,2,0.0010231382720217723,Malformações congênitas da laringe
Q75,2,0.0010231382720217723,Outras malformações congênitas dos ossos do crânio e da face
R02,2,0.0010231382720217723,Gangrena não classificada em outra parte
R11,2,0.0010231382720217723,Náusea e vômitos
R17,2,0.0010231382720217723,Icterícia não especificada
R22,2,0.0010231382720217723,"Tumefação, massa ou tumoração localizadas da pele e do tecido subcutâneo"
R27,2,0.0010231382720217723,Outros distúrbios da coordenação
R91,2,0.0010231382720217723,"Achados anormais, de exames para diagnóstico por imagem, do pulmão"
V01,2,0.0010231382720217723,Pedestre traumatizado em colisão com um veículo a pedal
V11,2,0.0010231382720217723,Ciclista traumatizado em colisão com outro veículo a pedal
V17,2,0.0010231382720217723,Ciclista traumatizado em colisão com um objeto fixo ou parado
V21,2,0.0010231382720217723,Motociclista traumatizado em colisão com um veículo a pedal
V63,2,0.0010231382720217723,Ocupante de um veículo de transporte pesado traumatizado em colisão com um automóvel [carro] ou uma caminhonete
V64,2,0.0010231382720217723,Ocupante de um veículo de transporte pesado traumatizado em colisão com um outro veículo de transporte pesado ou um ônibus
V67,2,0.0010231382720217723,Ocupante de um veículo de transporte pesado traumatizado em colisão com um objeto fixo ou parado
V84,2,0.0010231382720217723,Ocupante de um veículo especial a motor de uso essencialmente agrícola traumatizado em um acidente de transporte
V88,2,0.0010231382720217723,"Acidente não-de-trânsito de tipo especificado, mas sendo desconhecido o modo de transporte da vítima"
V91,2,0.0010231382720217723,Acidente com embarcação causando outro tipo de traumatismo
V94,2,0.0010231382720217723,Outros acidentes de transporte por água e os não especificados
W05,2,0.0010231382720217723,Queda envolvendo uma cadeira de rodas
W23,2,0.0010231382720217723,"Apertado, colhido, comprimido ou esmagado dentro de ou entre objetos"
W32,2,0.0010231382720217723,Projétil de revólver
W38,2,0.0010231382720217723,Explosão ou ruptura de outros aparelhos pressurizados especificados
W57,2,0.0010231382720217723,"Mordeduras e picadas de inseto e de outros artrópodes, não-venenosos"
W73,2,0.0010231382720217723,Outros afogamentos e submersão especificados
W77,2,0.0010231382720217723,"Risco a respiração devido a desmoronamento, queda de terra e de outras substâncias"
X29,2,0.0010231382720217723,"Contato com animais ou plantas venenosos, sem especificação"
X32,2,0.0010231382720217723,Exposição à luz solar
X38,2,0.0010231382720217723,Vítima de inundação
X48,2,0.0010231382720217723,Envenenamento [intoxicação] acidental por e exposição a pesticidas
X85,2,0.0010231382720217723,"Agressão por meio de drogas, medicamentos e substâncias biológicas"
X90,2,0.0010231382720217723,Agressão por meio de produtos químicos e substâncias nocivas não especificados
Y02,2,0.0010231382720217723,Agressão por meio de projeção ou colocação da vítima diante de um objeto em movimento
Y07,2,0.0010231382720217723,Outras síndromes de maus tratos
Y27,2,0.0010231382720217723,"Exposição a vapor de água, gases ou objetos quentes, intenção não determinada"
Y44,2,0.0010231382720217723,Efeitos adversos de substâncias farmacológicas que atuam primariamente sobre os constituintes do sangue
Y47,2,0.0010231382720217723,"Efeitos adversos de sedativos, hipnóticos e tranquilizantes [ansiolíticos]"
Y49,2,0.0010231382720217723,"Efeitos adversos de substâncias psicotrópicas, não classificadas em outra parte"
Y59,2,0.0010231382720217723,Efeitos adversos de outras vacinas e substâncias biológicas e as não especificadas
Y74,2,0.0010231382720217723,"Dispositivos (aparelhos) gerais de uso hospitalar ou pessoal, associados a incidentes adversos"
A07,1,5.115691360108862e-4,Outras doenças intestinais por protozoários
A24,1,5.115691360108862e-4,Mormo e melioidose
A32,1,5.115691360108862e-4,Listeriose [listeríase]
A44,1,5.115691360108862e-4,Bartonelose
A66,1,5.115691360108862e-4,Bouba
A69,1,5.115691360108862e-4,Outras infecções por espiroquetas
A85,1,5.115691360108862e-4,"Outras encefalites virais, não classificadas em outra parte"
A89,1,5.115691360108862e-4,Infecções virais não especificadas do sistema nervoso central
B04,1,5.115691360108862e-4,Varíola dos macacos [Monkeypox]
B27,1,5.115691360108862e-4,Mononucleose infecciosa
B77,1,5.115691360108862e-4,Ascaridíase
B83,1,5.115691360108862e-4,Outras helmintíases
B86,1,5.115691360108862e-4,Escabiose [sarna]
C63,1,5.115691360108862e-4,Neoplasia maligna de outros órgãos genitais masculinos e dos não especificados
D10,1,5.115691360108862e-4,Neoplasia benigna da boca e da faringe
D22,1,5.115691360108862e-4,Nevos melanocíticos
D23,1,5.115691360108862e-4,Outras neoplasias benignas da pele
D27,1,5.115691360108862e-4,Neoplasia benigna do ovário
D28,1,5.115691360108862e-4,Neoplasia benigna de outros órgãos genitais femininos e de órgãos não especificados
D29,1,5.115691360108862e-4,Neoplasia benigna dos órgãos genitais masculinos
D31,1,5.115691360108862e-4,Neoplasia benigna do olho e anexos
E01,1,5.115691360108862e-4,"Transtornos tireoidianos e afecções associadas, relacionados à deficiência de iodo"
E25,1,5.115691360108862e-4,Transtornos adrenogenitais
E26,1,5.115691360108862e-4,Hiperaldosteronismo
E30,1,5.115691360108862e-4,Transtornos da puberdade não classificados em outra parte
E40,1,5.115691360108862e-4,Kwashiorkor
E61,1,5.115691360108862e-4,Deficiência de outros elementos nutrientes
E67,1,5.115691360108862e-4,Outras formas de hiperalimentação
E68,1,5.115691360108862e-4,Seqüelas de hiperalimentação
E71,1,5.115691360108862e-4,Distúrbios do metabolismo de aminoácidos de cadeia ramificada e do metabolismo dos ácidos graxos
E73,1,5.115691360108862e-4,Intolerância à lactose
F07,1,5.115691360108862e-4,"Transtornos de personalidade e do comportamento devidos a doença, a lesão e a disfunção cerebral"
F15,1,5.115691360108862e-4,"Transtornos mentais e comportamentais devidos ao uso de outros estimulantes, inclusive a cafeína"
F28,1,5.115691360108862e-4,Outros transtornos psicóticos não-orgânicos
F30,1,5.115691360108862e-4,Episódio maníaco
F43,1,5.115691360108862e-4,"Reações ao ""stress"" grave e transtornos de adaptação"
F44,1,5.115691360108862e-4,Transtornos dissociativos [de conversão]
F53,1,5.115691360108862e-4,"Transtornos mentais e comportamentais associados ao puerpério, não classificados em outra parte"
F55,1,5.115691360108862e-4,Abuso de substâncias que não produzem dependência
F60,1,5.115691360108862e-4,Transtornos específicos da personalidade
F89,1,5.115691360108862e-4,Transtorno do desenvolvimento psicológico não especificado
F92,1,5.115691360108862e-4,Transtornos mistos de conduta e das emoções
G24,1,5.115691360108862e-4,Distonia
G50,1,5.115691360108862e-4,Transtornos do nervo trigêmeo
G64,1,5.115691360108862e-4,Outros transtornos do sistema nervoso periférico
H05,1,5.115691360108862e-4,Transtornos da órbita
H60,1,5.115691360108862e-4,Otite externa
H65,1,5.115691360108862e-4,Otite média não-supurativa
H81,1,5.115691360108862e-4,Transtornos da função vestibular
I02,1,5.115691360108862e-4,Coréia reumática
I78,1,5.115691360108862e-4,Doenças dos capilares
J14,1,5.115691360108862e-4,Pneumonia devida a Haemophilus infuenzae
J62,1,5.115691360108862e-4,Pneumoconiose devida a poeira que contenham sílica
K36,1,5.115691360108862e-4,Outras formas de apendicite
K58,1,5.115691360108862e-4,Síndrome do cólon irritável
K91,1,5.115691360108862e-4,"Transtornos do aparelho digestivo pós-procedimentos, não classificados em outra parte"
L01,1,5.115691360108862e-4,Impetigo
L05,1,5.115691360108862e-4,Cisto pilonidal
L21,1,5.115691360108862e-4,Dermatite seborréica
L27,1,5.115691360108862e-4,Dermatite devida a substâncias de uso interno
L82,1,5.115691360108862e-4,Ceratose seborréica
M08,1,5.115691360108862e-4,Artrite juvenil
M18,1,5.115691360108862e-4,Artrose da primeira articulação carpometacarpiana
M42,1,5.115691360108862e-4,Osteocondrose da coluna vertebral
M53,1,5.115691360108862e-4,Outras dorsopatias não classificadas em outra parte
M54,1,5.115691360108862e-4,Dorsalgia
M88,1,5.115691360108862e-4,Doença de Paget do osso (osteíte deformante)
M94,1,5.115691360108862e-4,Outros transtornos das cartilagens
M99,1,5.115691360108862e-4,Lesões biomecânicas não classificadas em outra parte
N01,1,5.115691360108862e-4,Síndrome nefrítica rapidamente progressiva
N07,1,5.115691360108862e-4,Nefropatia hereditária não classificada em outra parte
N23,1,5.115691360108862e-4,Cólica nefrética não especificada
N27,1,5.115691360108862e-4,Hipoplasia renal de causa desconhecida
N60,1,5.115691360108862e-4,Displasias mamárias benignas
N95,1,5.115691360108862e-4,Transtornos da menopausa e da perimenopausa
O08,1,5.115691360108862e-4,Complicações conseqüentes a aborto e gravidez ectópica ou molar
O22,1,5.115691360108862e-4,Complicações venosas na gravidez
O29,1,5.115691360108862e-4,Complicações de anestesia administrada durante a gravidez
O30,1,5.115691360108862e-4,Gestação múltipla
O68,1,5.115691360108862e-4,Trabalho de parto e parto complicados por sofrimento fetal
O73,1,5.115691360108862e-4,"Retenção da placenta e das membranas, sem hemorragias"
O74,1,5.115691360108862e-4,Complicações de anestesia durante o trabalho de parto e o parto
O91,1,5.115691360108862e-4,Infecções mamárias associadas ao parto
O97,1,5.115691360108862e-4,Morte por seqüelas de causas obstétricas diretas
P00,1,5.115691360108862e-4,"Feto e recém-nascido afetados por afecções maternas, não obrigatoriamente relacionadas com a gravidez atual"
P12,1,5.115691360108862e-4,Lesão do couro cabeludo devida a traumatismo de parto
P57,1,5.115691360108862e-4,Kernicterus
Q23,1,5.115691360108862e-4,Malformações congênitas das valvas aórtica e mitral
Q32,1,5.115691360108862e-4,Malformações congênitas da traquéia e dos brônquios
Q45,1,5.115691360108862e-4,Outras malformações congênitas do aparelho digestivo
Q50,1,5.115691360108862e-4,"Malformações congênitas dos ovários, das trompas de Falópio e dos ligamentos largos"
Q52,1,5.115691360108862e-4,Outras malformações congênitas dos órgãos genitais femininos
Q60,1,5.115691360108862e-4,Agenesia renal e outros defeitos de redução do rim
Q62,1,5.115691360108862e-4,Anomalias congênitas obstrutivas da pelve renal e malformações congênitas do ureter
Q63,1,5.115691360108862e-4,Outras malformações congênitas do rim
Q76,1,5.115691360108862e-4,Malformações congênitas da coluna vertebral e dos ossos do tórax
Q77,1,5.115691360108862e-4,Osteocondrodisplasia com anomalias de crescimento dos ossos longos e da coluna vertebral
Q78,1,5.115691360108862e-4,Outras osteocondrodisplasias
Q93,1,5.115691360108862e-4,"Monossomias e deleções dos autossomos, não classificadas em outra parte"
Q96,1,5.115691360108862e-4,Síndrome de Turner
R01,1,5.115691360108862e-4,Sopros e outros ruídos cardíacos
R14,1,5.115691360108862e-4,Flatulência e afecções correlatas
R26,1,5.115691360108862e-4,Anormalidades da marcha e da mobilidade
R29,1,5.115691360108862e-4,Outros sintomas e sinais relativos aos sistemas nervoso e osteomuscular
R32,1,5.115691360108862e-4,Incontinência urinária não especificada
R47,1,5.115691360108862e-4,Distúrbios da fala não classificados em outra parte
R51,1,5.115691360108862e-4,Cefaléia
R53,1,5.115691360108862e-4,"Mal estar, fadiga"
R59,1,5.115691360108862e-4,Aumento de volume dos gânglios linfáticos
R60,1,5.115691360108862e-4,Edema não classificado em outra parte
R73,1,5.115691360108862e-4,Aumento da glicemia
R93,1,5.115691360108862e-4,Achados anormais de exames para diagnóstico por imagem de outras estruturas do corpo
V06,1,5.115691360108862e-4,Pedestre traumatizado em colisão com outro veículo não-motorizado
V10,1,5.115691360108862e-4,Ciclista traumatizado em colisão com um pedestre ou um animal
V37,1,5.115691360108862e-4,Ocupante de um triciclo motorizado traumatizado em colisão com um objeto fixo ou parado
V41,1,5.115691360108862e-4,Ocupante de um automóvel [carro] traumatizado em colisão com um veículo a pedal
V46,1,5.115691360108862e-4,Ocupante de um automóvel [carro] traumatizado em colisão com outro veículo não-motorizado
V50,1,5.115691360108862e-4,Ocupante de uma caminhonete traumatizado em colisão com um pedestre ou um animal
V56,1,5.115691360108862e-4,Ocupante de uma caminhonete traumatizado em colisão com outro veículo não-motorizado
V82,1,5.115691360108862e-4,Ocupante de um bonde [carro elétrico] traumatizado em um acidente de transporte
V83,1,5.115691360108862e-4,Ocupante de um veículo especial a motor usado principalmente em áreas industriais traumatizado em um acidente de transporte
V93,1,5.115691360108862e-4,"Acidente a bordo de uma embarcação, sem acidente da embarcação e não causando afogamento ou submersão"
W03,1,5.115691360108862e-4,Outras quedas no mesmo nível por colisão com ou empurrão por outra pessoa
W12,1,5.115691360108862e-4,Queda em ou de um andaime
W26,1,5.115691360108862e-4,"Contato com faca, espada e punhal"
W29,1,5.115691360108862e-4,Contato com outros utensílios manuais e aparelhos domésticos equipados com motor
W30,1,5.115691360108862e-4,Contato com maquinaria agrícola
W31,1,5.115691360108862e-4,Contato com outras máquinas e com as não especificadas
W33,1,5.115691360108862e-4,"Rifle, espingarda e armas de fogo de maior tamanho"
W36,1,5.115691360108862e-4,Explosão ou ruptura de cilindro de gás
W39,1,5.115691360108862e-4,Queima de fogos de artifício
W50,1,5.115691360108862e-4,"Golpe, pancada, pontapé, mordedura ou escoriação infligidos por outra pessoa"
W64,1,5.115691360108862e-4,Exposição a outras forças mecânicas animadas e às não especificadas
W81,1,5.115691360108862e-4,Confinado ou aprisionado em um ambiente pobre em oxigênio
W83,1,5.115691360108862e-4,Outros riscos especificados à respiração
W90,1,5.115691360108862e-4,Exposição a outros tipos de radiação não-ionizante
W99,1,5.115691360108862e-4,Exposição a outros fatores ambientais artificiais e aos não especificados
X01,1,5.115691360108862e-4,Exposição a fogo não-controlado fora de um edifício ou de outro tipo de construção
X06,1,5.115691360108862e-4,Exposição a combustão de outro tipo de roupa ou de acessórios
X10,1,5.115691360108862e-4,"Contato com bebidas, alimentos, gordura e óleo de cozinha quentes"
X17,1,5.115691360108862e-4,"Contato com motores, máquinas e ferramentas quentes"
X19,1,5.115691360108862e-4,Contato com outras fontes de calor ou com substâncias quentes não especificados
X22,1,5.115691360108862e-4,Contato com escorpiões
X25,1,5.115691360108862e-4,Contato com outros artrópodes venenosos
X46,1,5.115691360108862e-4,Envenenamento [intoxicação] acidental por e exposição a solventes orgânicos e hidrocarbonetos halogenados e seus vapores
X52,1,5.115691360108862e-4,Estadia prolongada em ambiente agravitacional
X73,1,5.115691360108862e-4,"Lesão autoprovocada intencionalmente por disparo de espingarda, carabina, ou arma de fogo de maior calibre"
X89,1,5.115691360108862e-4,Agressão por meio de outros produtos químicos e substâncias nocivas especificados
X98,1,5.115691360108862e-4,"Agressão por meio de vapor de água, gases ou objetos quentes"
Y10,1,5.115691360108862e-4,"Envenenamento [intoxicação] por e exposição a analgésicos, antipiréticos e anti-reumáticos não-opiáceos, intenção não determinada"
Y22,1,5.115691360108862e-4,"Disparo de pistola, intenção não determinada"
Y31,1,5.115691360108862e-4,"Queda, permanência ou corrida diante de um objeto em movimento, intenção não determinada"
Y32,1,5.115691360108862e-4,"Impacto de um veículo a motor, intenção não determinada"
Y42,1,5.115691360108862e-4,"Efeitos adversos de hormônios e seus substitutos sintéticos e antagonistas, não classificados em outra parte"
Y43,1,5.115691360108862e-4,Efeitos adversos de substâncias de ação primariamente sistêmica
Y46,1,5.115691360108862e-4,Efeitos adversos de drogas anticonvulsivantes (antiepilépticas) e antiparkinsonianas
Y52,1,5.115691360108862e-4,Efeitos adversos de substâncias que atuam primariamente sobre o aparelho cardiovascular
Y54,1,5.115691360108862e-4,"Efeitos adversos de substâncias que atuam primariamente sobre o metabolismo da água, dos sais minerais e do ácido úrico"
Y56,1,5.115691360108862e-4,"Efeitos adversos de substâncias de uso tópico que atuam primariamente sobre a pele e as membranas mucosas e drogas de uso oftalmológico, otorrinolaringológico e dentário"
Y69,1,5.115691360108862e-4,Acidente não especificado durante a prestação de cuidado médico e cirúrgico
Y70,1,5.115691360108862e-4,"Dispositivos (aparelhos) de anestesiologia, associados a incidentes adversos"
Y73,1,5.115691360108862e-4,"Dispositivos (aparelhos) usados em gastroenterologia e em urologia, associados a incidentes adversos"
Y81,1,5.115691360108862e-4,"Dispositivos (aparelhos) utilizados em cirurgia geral ou cirurgia plástica, associados a incidente adversos"
